Subject;BlockCounter;Blocks;BlockList;Category[LogLevel5];Category[SubTrial];Exemplar[LogLevel5];Exemplar[SubTrial];Item;Typicality[LogLevel5];Typicality[SubTrial];RpWordQ.RESP;Retrieval: item accuracy;Retrieval: item and side correct;Response.RESP;Test: item accuracy;Test: side and item correct;Correct[LogLevel5];Correct[SubTrial];Side[LogLevel5];Side[SubTrial];SoundFile[LogLevel5];SoundFile[SubTrial];EncodeSideQ.ACC;EncodeSideQ.RESP;EncodeSideQ.RT;RpSideQ.ACC;RpSideQ.RESP;RpSideQ.RT;RpSideQ RT if item and side correct;TestSideQ.ACC;TestSideQ.RESP;TestSideQ.RT;ListSet[LogLevel5];ListSet[SubTrial];RetStem[LogLevel5];RetStem[SubTrial];TestStem;Retrieval round
7;4;1;4;;Frukt;;Ananas;NrpHigh;;high;;;;1;1;1;;{LEFTARROW};;-10000;;ananas.wav;;;;;;;;1;{LEFTARROW};243;;1;;An;A;
7;4;1;4;;Frukt;;Guava;NrpLow;;low;;;;1;1;1;;{RIGHTARROW};;10000;;guava.wav;;;;;;;;1;{RIGHTARROW};291;;1;;Gu;G;
7;4;1;4;;Frukt;;Fikon;NrpLow;;low;;;;3;0;0;;{RIGHTARROW};;10000;;fikon.wav;;;;;;;;1;{RIGHTARROW};1746;;1;;Fi;F;
7;4;1;4;;Fotbeklädnad;;Socka;RpMinus;;high;;;;1;1;1;;{LEFTARROW};;-10000;;socka.wav;;;;;;;;1;{LEFTARROW};262;;2;;So;S;
7;4;1;4;;Krydda;;Koriander;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;koriander.wav;;;;;;;;1;{LEFTARROW};358;;3;;Ko;K;
7;4;1;4;;Krydda;;Muskot;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;muskot.wav;;;;;;;;1;{LEFTARROW};290;;3;;Mu;M;
7;4;1;4;;Frukt;;Pomerans;NrpLow;;low;;;;1;1;1;;{RIGHTARROW};;10000;;pomerans.wav;;;;;;;;1;{RIGHTARROW};273;;1;;Po;P;
7;4;1;4;;Krydda;;Rosmarin;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;rosmarin.wav;;;;;;;;1;{RIGHTARROW};416;;3;;Ro;R;
7;4;1;4;;Fotbeklädnad;;Toffel;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;toffel.wav;;;;;;;;1;{LEFTARROW};1081;;2;;To;T;
7;4;1;4;;Frukt;;Satsuma;NrpLow;;low;;;;1;1;1;;{RIGHTARROW};;10000;;satsuma.wav;;;;;;;;1;{RIGHTARROW};440;;1;;Sa;S;
7;4;1;4;;Frukt;;Vindruva;NrpHigh;;high;;;;3;0;0;;{LEFTARROW};;-10000;;vindruva.wav;;;;;;;;1;{LEFTARROW};1409;;1;;Vi;V;
7;4;1;4;;Krydda;;Anis;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;anis.wav;;;;;;;;1;{LEFTARROW};291;;3;;An;A;
7;4;1;4;;Fotbeklädnad;;Raggsocka;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;raggsocka.wav;;;;;;;;1;{RIGHTARROW};273;;2;;Ra;R;
7;4;1;4;;Fotbeklädnad;;Pumps;RpMinus;;high;;;;1;1;1;;{LEFTARROW};;-10000;;pumps.wav;;;;;;;;1;{LEFTARROW};1073;;2;;Pu;P;
7;5;6;1;;Fisk;;Makrill;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;makrill.wav;1;{RIGHTARROW};405;;;;;;;;;1;;Ma;M;
7;5;6;1;;Väderfenomen;;Norrsken;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;norrsken.wav;1;{LEFTARROW};377;;;;;;;;;3;;No;N;
7;5;6;1;;Köksredskap;;Förskärare;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;förskärare.wav;1;{LEFTARROW};1293;;;;;;;;;2;;Fö;F;
7;5;6;1;;Fisk;;Hammarhaj;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;hammarhaj.wav;1;{LEFTARROW};459;;;;;;;;;1;;Ha;H;
7;5;6;1;;Köksredskap;;Gryta;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;gryta.wav;1;{RIGHTARROW};446;;;;;;;;;2;;Gr;G;
7;5;6;1;;Fisk;;Tonfisk;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;tonfisk.wav;1;{RIGHTARROW};384;;;;;;;;;1;;To;T;
7;5;6;1;;Köksredskap;;Visp;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;visp.wav;1;{RIGHTARROW};627;;;;;;;;;2;;Vi;V;
7;5;6;1;;Väderfenomen;;Dimma;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;dimma.wav;1;{LEFTARROW};474;;;;;;;;;3;;Di;D;
7;5;6;1;;Köksredskap;;Kavel;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;kavel.wav;1;{LEFTARROW};479;;;;;;;;;2;;Ka;K;
7;5;6;1;;Köksredskap;;Rivjärn;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;rivjärn.wav;1;{RIGHTARROW};332;;;;;;;;;2;;Ri;R;
7;5;6;1;;Köksredskap;;Osthyvel;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;osthyvel.wav;1;{LEFTARROW};357;;;;;;;;;2;;Os;O;
7;5;6;1;;Fisk;;Sill;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;sill.wav;1;{RIGHTARROW};344;;;;;;;;;1;;Si;S;
7;5;6;1;;Fisk;;Braxen;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;braxen.wav;1;{RIGHTARROW};715;;;;;;;;;1;;Br;B;
7;5;6;1;;Fisk;;Rödspätta;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;rödspätta.wav;1;{LEFTARROW};656;;;;;;;;;1;;Rö;R;
7;5;6;1;;Väderfenomen;;Monsun;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;monsun.wav;1;{RIGHTARROW};389;;;;;;;;;3;;Mo;M;
7;5;6;1;;Fisk;;Flundra;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;flundra.wav;1;{LEFTARROW};860;;;;;;;;;1;;Fl;F;
7;5;6;1;;Väderfenomen;;Snöstorm;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;snöstorm.wav;1;{RIGHTARROW};795;;;;;;;;;3;;Sn;S;
7;5;6;1;;Väderfenomen;;Kuling;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;kuling.wav;1;{RIGHTARROW};770;;;;;;;;;3;;Ku;K;
7;5;6;1;;Fisk;;Piraya;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;piraya.wav;1;{LEFTARROW};324;;;;;;;;;1;;Pi;P;
7;5;6;1;;Väderfenomen;;Ösregn;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;ösregn.wav;1;{RIGHTARROW};813;;;;;;;;;3;;Ös;Ö;
7;5;6;1;;Väderfenomen;;Tornado;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;tornado.wav;1;{LEFTARROW};507;;;;;;;;;3;;To;T;
7;5;6;1;;Köksredskap;;Hålslev;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;hålslev.wav;1;{LEFTARROW};623;;;;;;;;;2;;Hå;H;
7;5;6;1;;Köksredskap;;Mixer;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;mixer.wav;1;{RIGHTARROW};635;;;;;;;;;2;;Mi;M;
7;5;6;1;;Väderfenomen;;Hagel;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;hagel.wav;1;{LEFTARROW};408;;;;;;;;;3;;Ha;H;
7;5;6;2;Väderfenomen;;Monsun;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;monsun.wav;;;;;1;{RIGHTARROW};297;297;;;;3;;Mo;;;1
7;5;6;2;Köksredskap;;Kavel;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;kavel.wav;;;;;1;{LEFTARROW};291;291;;;;2;;Ka;;;1
7;5;6;2;Köksredskap;;Hålslev;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;hålslev.wav;;;;;1;{LEFTARROW};268;268;;;;2;;Hå;;;1
7;5;6;2;Köksredskap;;Osthyvel;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;osthyvel.wav;;;;;1;{LEFTARROW};263;263;;;;2;;Os;;;1
7;5;6;2;Köksredskap;;Förskärare;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;förskärare.wav;;;;;1;{LEFTARROW};274;274;;;;2;;Fö;;;1
7;5;6;2;Väderfenomen;;Snöstorm;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;snöstorm.wav;;;;;1;{RIGHTARROW};299;299;;;;3;;Sn;;;1
7;5;6;2;Väderfenomen;;Ösregn;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;ösregn.wav;;;;;1;{RIGHTARROW};260;260;;;;3;;Ös;;;1
7;5;6;2;Väderfenomen;;Kuling;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;kuling.wav;;;;;1;{RIGHTARROW};287;287;;;;3;;Ku;;;1
7;5;6;2;Väderfenomen;;Monsun;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;monsun.wav;;;;;1;{RIGHTARROW};329;329;;;;3;;Mo;;;2
7;5;6;2;Köksredskap;;Kavel;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;kavel.wav;;;;;1;{LEFTARROW};273;273;;;;2;;Ka;;;2
7;5;6;2;Väderfenomen;;Ösregn;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;ösregn.wav;;;;;1;{RIGHTARROW};268;268;;;;3;;Ös;;;2
7;5;6;2;Köksredskap;;Hålslev;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;hålslev.wav;;;;;1;{LEFTARROW};295;295;;;;2;;Hå;;;2
7;5;6;2;Väderfenomen;;Kuling;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;kuling.wav;;;;;1;{RIGHTARROW};321;321;;;;3;;Ku;;;2
7;5;6;2;Köksredskap;;Förskärare;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;förskärare.wav;;;;;1;{LEFTARROW};842;842;;;;2;;Fö;;;2
7;5;6;2;Väderfenomen;;Snöstorm;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;snöstorm.wav;;;;;1;{RIGHTARROW};334;334;;;;3;;Sn;;;2
7;5;6;2;Köksredskap;;Osthyvel;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;osthyvel.wav;;;;;1;{LEFTARROW};310;310;;;;2;;Os;;;2
7;5;6;2;Köksredskap;;Kavel;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;kavel.wav;;;;;1;{LEFTARROW};255;255;;;;2;;Ka;;;3
7;5;6;2;Köksredskap;;Hålslev;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;hålslev.wav;;;;;1;{LEFTARROW};297;297;;;;2;;Hå;;;3
7;5;6;2;Väderfenomen;;Monsun;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;monsun.wav;;;;;1;{RIGHTARROW};307;307;;;;3;;Mo;;;3
7;5;6;2;Väderfenomen;;Ösregn;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;ösregn.wav;;;;;1;{RIGHTARROW};268;268;;;;3;;Ös;;;3
7;5;6;2;Köksredskap;;Osthyvel;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;osthyvel.wav;;;;;1;{LEFTARROW};312;312;;;;2;;Os;;;3
7;5;6;2;Köksredskap;;Förskärare;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;förskärare.wav;;;;;1;{LEFTARROW};289;289;;;;2;;Fö;;;3
7;5;6;2;Väderfenomen;;Snöstorm;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;snöstorm.wav;;;;;1;{RIGHTARROW};315;315;;;;3;;Sn;;;3
7;5;6;2;Väderfenomen;;Kuling;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;kuling.wav;;;;;1;{RIGHTARROW};275;275;;;;3;;Ku;;;3
7;5;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;5;6;4;;Köksredskap;;Rivjärn;RpMinus;;high;;;;1;1;1;;{RIGHTARROW};;10000;;rivjärn.wav;;;;;;;;1;{RIGHTARROW};265;;2;;Ri;R;
7;5;6;4;;Väderfenomen;;Snöstorm;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;snöstorm.wav;;;;;;;;1;{RIGHTARROW};233;;3;;Sn;S;
7;5;6;4;;Väderfenomen;;Kuling;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;kuling.wav;;;;;;;;1;{RIGHTARROW};267;;3;;Ku;K;
7;5;6;4;;Väderfenomen;;Dimma;RpMinus;;high;;;;1;1;1;;{LEFTARROW};;-10000;;dimma.wav;;;;;;;;1;{LEFTARROW};282;;3;;Di;D;
7;5;6;4;;Väderfenomen;;Tornado;RpMinus;;high;;;;1;1;1;;{LEFTARROW};;-10000;;tornado.wav;;;;;;;;1;{LEFTARROW};266;;3;;To;T;
7;5;6;4;;Fisk;;Sill;NrpHigh;;high;;;;1;1;1;;{RIGHTARROW};;10000;;sill.wav;;;;;;;;1;{RIGHTARROW};377;;1;;Si;S;
7;5;6;4;;Köksredskap;;Hålslev;RpPlus;;low;;;;2;0;0;;{LEFTARROW};;-10000;;hålslev.wav;;;;;;;;0;{RIGHTARROW};1077;;2;;Hå;H;
7;5;6;4;;Väderfenomen;;Ösregn;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;ösregn.wav;;;;;;;;1;{RIGHTARROW};276;;3;;Ös;Ö;
7;5;6;4;;Köksredskap;;Mixer;RpMinus;;high;;;;1;1;1;;{RIGHTARROW};;10000;;mixer.wav;;;;;;;;1;{RIGHTARROW};339;;2;;Mi;M;
7;5;6;4;;Köksredskap;;Förskärare;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;förskärare.wav;;;;;;;;1;{LEFTARROW};272;;2;;Fö;F;
7;5;6;4;;Köksredskap;;Osthyvel;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;osthyvel.wav;;;;;;;;1;{LEFTARROW};272;;2;;Os;O;
7;5;6;4;;Väderfenomen;;Norrsken;RpMinus;;high;;;;1;1;1;;{LEFTARROW};;-10000;;norrsken.wav;;;;;;;;1;{LEFTARROW};398;;3;;No;N;
7;5;6;4;;Fisk;;Piraya;NrpLow;;low;;;;3;0;0;;{LEFTARROW};;-10000;;piraya.wav;;;;;;;;1;{LEFTARROW};1625;;1;;Pi;P;
7;5;6;4;;Fisk;;Flundra;NrpLow;;low;;;;1;1;1;;{LEFTARROW};;-10000;;flundra.wav;;;;;;;;1;{LEFTARROW};386;;1;;Fl;F;
7;5;6;4;;Väderfenomen;;Monsun;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;monsun.wav;;;;;;;;1;{RIGHTARROW};1293;;3;;Mo;M;
7;5;6;4;;Köksredskap;;Kavel;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;kavel.wav;;;;;;;;1;{LEFTARROW};292;;2;;Ka;K;
7;5;6;4;;Köksredskap;;Gryta;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;gryta.wav;;;;;;;;0;{LEFTARROW};962;;2;;Gr;G;
7;5;6;4;;Köksredskap;;Visp;RpMinus;;high;;;;1;1;1;;{RIGHTARROW};;10000;;visp.wav;;;;;;;;1;{RIGHTARROW};262;;2;;Vi;V;
7;5;6;4;;Fisk;;Hammarhaj;NrpLow;;low;;;;1;1;1;;{LEFTARROW};;-10000;;hammarhaj.wav;;;;;;;;1;{LEFTARROW};294;;1;;Ha;H;
7;5;6;4;;Fisk;;Braxen;NrpHigh;;high;;;;3;0;0;;{RIGHTARROW};;10000;;braxen.wav;;;;;;;;0;{LEFTARROW};1637;;1;;Br;B;
7;5;6;4;;Väderfenomen;;Hagel;RpMinus;;high;;;;1;1;1;;{LEFTARROW};;-10000;;hagel.wav;;;;;;;;1;{LEFTARROW};398;;3;;Ha;H;
7;5;6;4;;Fisk;;Rödspätta;NrpLow;;low;;;;1;1;1;;{LEFTARROW};;-10000;;rödspätta.wav;;;;;;;;1;{LEFTARROW};264;;1;;Rö;R;
7;5;6;4;;Fisk;;Tonfisk;NrpHigh;;high;;;;1;1;1;;{RIGHTARROW};;10000;;tonfisk.wav;;;;;;;;1;{RIGHTARROW};279;;1;;To;T;
7;5;6;4;;Fisk;;Makrill;NrpHigh;;high;;;;1;1;1;;{RIGHTARROW};;10000;;makrill.wav;;;;;;;;1;{RIGHTARROW};278;;1;;Ma;M;
7;6;4;1;;Transportmedel;;Ubåt;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;ubåt.wav;1;{LEFTARROW};538;;;;;;;;;1;;Ub;U;
7;6;4;1;;Transportmedel;;Färja;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;färja.wav;1;{LEFTARROW};663;;;;;;;;;1;;Fä;F;
7;6;4;1;;Sjukdom;;Influensa;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;influensa.wav;1;{RIGHTARROW};596;;;;;;;;;2;;In;I;
7;6;4;1;;Transportmedel;;Snöskoter;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;snöskoter.wav;1;{LEFTARROW};640;;;;;;;;;1;;Sn;S;
7;6;4;1;;Leksak;;Skallra;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;skallra.wav;1;{RIGHTARROW};774;;;;;;;;;3;;Sk;S;
7;6;4;1;;Transportmedel;;Lastbil;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;lastbil.wav;1;{RIGHTARROW};666;;;;;;;;;1;;La;L;
7;6;4;1;;Transportmedel;;Rymdskepp;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;rymdskepp.wav;1;{LEFTARROW};979;;;;;;;;;1;;Ry;R;
7;6;4;1;;Leksak;;Jojo;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;jojo.wav;1;{RIGHTARROW};492;;;;;;;;;3;;Jo;J;
7;6;4;1;;Sjukdom;;Epilepsi;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;epilepsi.wav;1;{LEFTARROW};447;;;;;;;;;2;;Ep;E;
7;6;4;1;;Leksak;;Pussel;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;pussel.wav;1;{LEFTARROW};1008;;;;;;;;;3;;Pu;P;
7;6;4;1;;Leksak;;Gunghäst;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;gunghäst.wav;1;{LEFTARROW};501;;;;;;;;;3;;Gu;G;
7;6;4;1;;Leksak;;Nalle;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;nalle.wav;1;{LEFTARROW};616;;;;;;;;;3;;Na;N;
7;6;4;1;;Sjukdom;;Diabetes;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;diabetes.wav;1;{RIGHTARROW};688;;;;;;;;;2;;Di;D;
7;6;4;1;;Sjukdom;;Malaria;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;malaria.wav;1;{RIGHTARROW};391;;;;;;;;;2;;Ma;M;
7;6;4;1;;Leksak;;Målarbok;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;målarbok.wav;1;{RIGHTARROW};1096;;;;;;;;;3;;Må;M;
7;6;4;1;;Sjukdom;;Herpes;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;herpes.wav;1;{LEFTARROW};579;;;;;;;;;2;;He;H;
7;6;4;1;;Sjukdom;;Gulsot;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;gulsot.wav;1;{LEFTARROW};305;;;;;;;;;2;;Gu;G;
7;6;4;1;;Transportmedel;;Tunnelbana;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;tunnelbana.wav;1;{RIGHTARROW};615;;;;;;;;;1;;Tu;T;
7;6;4;1;;Transportmedel;;Moped;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;moped.wav;0;;0;;;;;;;;;1;;Mo;M;
7;6;4;1;;Leksak;;Boll;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;boll.wav;1;{LEFTARROW};530;;;;;;;;;3;;Bo;B;
7;6;4;1;;Transportmedel;;Helikopter;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;helikopter.wav;1;{RIGHTARROW};570;;;;;;;;;1;;He;H;
7;6;4;1;;Sjukdom;;Alzheimer;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;alzheimer.wav;1;{RIGHTARROW};663;;;;;;;;;2;;Al;A;
7;6;4;1;;Leksak;;Dockskåp;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;dockskåp.wav;0;;0;;;;;;;;;3;;Do;D;
7;6;4;1;;Sjukdom;;Njursten;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;njursten.wav;1;{LEFTARROW};282;;;;;;;;;2;;Nj;N;
7;6;4;2;Sjukdom;;Epilepsi;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;epilepsi.wav;;;;;1;{LEFTARROW};418;418;;;;2;;Ep;;;1
7;6;4;2;Leksak;;Skallra;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;skallra.wav;;;;;1;{RIGHTARROW};584;584;;;;3;;Sk;;;1
7;6;4;2;Leksak;;Målarbok;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;målarbok.wav;;;;;1;{RIGHTARROW};661;661;;;;3;;Må;;;1
7;6;4;2;Leksak;;Dockskåp;;;low;;2;0;0;;;;{RIGHTARROW};;10000;;dockskåp.wav;;;;;1;{RIGHTARROW};1872;;;;;3;;Do;;;1
7;6;4;2;Sjukdom;;Njursten;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;njursten.wav;;;;;1;{LEFTARROW};298;298;;;;2;;Nj;;;1
7;6;4;2;Sjukdom;;Herpes;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;herpes.wav;;;;;1;{LEFTARROW};340;340;;;;2;;He;;;1
7;6;4;2;Sjukdom;;Gulsot;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;gulsot.wav;;;;;1;{LEFTARROW};300;300;;;;2;;Gu;;;1
7;6;4;2;Leksak;;Jojo;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;jojo.wav;;;;;1;{RIGHTARROW};293;293;;;;3;;Jo;;;1
7;6;4;2;Sjukdom;;Gulsot;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;gulsot.wav;;;;;1;{LEFTARROW};350;350;;;;2;;Gu;;;2
7;6;4;2;Sjukdom;;Epilepsi;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;epilepsi.wav;;;;;1;{LEFTARROW};710;710;;;;2;;Ep;;;2
7;6;4;2;Leksak;;Jojo;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;jojo.wav;;;;;1;{RIGHTARROW};351;351;;;;3;;Jo;;;2
7;6;4;2;Leksak;;Skallra;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;skallra.wav;;;;;1;{RIGHTARROW};295;295;;;;3;;Sk;;;2
7;6;4;2;Leksak;;Målarbok;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;målarbok.wav;;;;;1;{RIGHTARROW};273;273;;;;3;;Må;;;2
7;6;4;2;Sjukdom;;Herpes;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;herpes.wav;;;;;1;{LEFTARROW};300;300;;;;2;;He;;;2
7;6;4;2;Sjukdom;;Njursten;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;njursten.wav;;;;;1;{LEFTARROW};277;277;;;;2;;Nj;;;2
7;6;4;2;Leksak;;Dockskåp;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;dockskåp.wav;;;;;1;{RIGHTARROW};255;255;;;;3;;Do;;;2
7;6;4;2;Sjukdom;;Njursten;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;njursten.wav;;;;;1;{LEFTARROW};330;330;;;;2;;Nj;;;3
7;6;4;2;Sjukdom;;Epilepsi;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;epilepsi.wav;;;;;1;{LEFTARROW};307;307;;;;2;;Ep;;;3
7;6;4;2;Leksak;;Skallra;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;skallra.wav;;;;;1;{RIGHTARROW};412;412;;;;3;;Sk;;;3
7;6;4;2;Leksak;;Jojo;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;jojo.wav;;;;;1;{RIGHTARROW};289;289;;;;3;;Jo;;;3
7;6;4;2;Leksak;;Målarbok;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;målarbok.wav;;;;;1;{RIGHTARROW};284;284;;;;3;;Må;;;3
7;6;4;2;Sjukdom;;Gulsot;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;gulsot.wav;;;;;1;{LEFTARROW};277;277;;;;2;;Gu;;;3
7;6;4;2;Leksak;;Dockskåp;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;dockskåp.wav;;;;;1;{RIGHTARROW};272;272;;;;3;;Do;;;3
7;6;4;2;Sjukdom;;Herpes;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;herpes.wav;;;;;1;{LEFTARROW};379;379;;;;2;;He;;;3
7;6;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;6;4;4;;Transportmedel;;Färja;NrpLow;;low;;;;3;0;0;;{LEFTARROW};;-10000;;färja.wav;;;;;;;;0;{RIGHTARROW};1976;;1;;Fä;F;
7;6;4;4;;Sjukdom;;Diabetes;RpMinus;;high;;;;1;1;1;;{RIGHTARROW};;10000;;diabetes.wav;;;;;;;;1;{RIGHTARROW};324;;2;;Di;D;
7;6;4;4;;Leksak;;Jojo;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;jojo.wav;;;;;;;;1;{RIGHTARROW};256;;3;;Jo;J;
7;6;4;4;;Transportmedel;;Rymdskepp;NrpLow;;low;;;;3;0;0;;{LEFTARROW};;-10000;;rymdskepp.wav;;;;;;;;1;{LEFTARROW};2481;;1;;Ry;R;
7;6;4;4;;Transportmedel;;Moped;NrpHigh;;high;;;;1;1;1;;{RIGHTARROW};;10000;;moped.wav;;;;;;;;1;{RIGHTARROW};392;;1;;Mo;M;
7;6;4;4;;Sjukdom;;Alzheimer;RpMinus;;high;;;;1;1;1;;{RIGHTARROW};;10000;;alzheimer.wav;;;;;;;;1;{RIGHTARROW};242;;2;;Al;A;
7;6;4;4;;Leksak;;Boll;RpMinus;;high;;;;1;1;1;;{LEFTARROW};;-10000;;boll.wav;;;;;;;;1;{LEFTARROW};243;;3;;Bo;B;
7;6;4;4;;Leksak;;Skallra;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;skallra.wav;;;;;;;;1;{RIGHTARROW};227;;3;;Sk;S;
7;6;4;4;;Sjukdom;;Njursten;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;njursten.wav;;;;;;;;1;{LEFTARROW};260;;2;;Nj;N;
7;6;4;4;;Transportmedel;;Ubåt;NrpLow;;low;;;;1;1;1;;{LEFTARROW};;-10000;;ubåt.wav;;;;;;;;1;{LEFTARROW};259;;1;;Ub;U;
7;6;4;4;;Sjukdom;;Herpes;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;herpes.wav;;;;;;;;1;{LEFTARROW};259;;2;;He;H;
